NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)
FBXO16	1	FBXO16
FBXO17	1	FBXO17
FBXO2	1	FBXO2
FBXO21	1	FBXO21
FBXO22	1	FBXO22
FBXO24	1	FBXO24
FBXO25	1	FBXO25
FBXO27	1	FBXO27
FBXO28	1	FBXO28
FBXO3	1	FBXO3
FBXO30	1	FBXO30
FBXO31	1	FBXO31
FBXO32	1	FBXO32
FBXO33	1	FBXO33
FBXO34	1	FBXO34
FBXO36	1	FBXO36
FBXO38	1	FBXO38
FBXO39	1	FBXO39
FBXO4	1	FBXO4
FBXO41	1	FBXO41
FBXO42	1	FBXO42
FBXO44	1	FBXO44
FBXO45	1	FBXO45
FBXO46	1	FBXO46
FBXO48	1	FBXO48
FBXO5	1	FBXO5
FBXO6	1	FBXO6
FBXO7	1	FBXO7
FBXO8	1	FBXO8
FBXO9	1	FBXO9
FBXW10	1	FBXW10
FBXW10B	1	CDRT1
FBXW11	1	FBXW11
FBXW2	1	FBXW2
FBXW4	1	FBXW4
FBXW4P1	1	FBXW4P1
FBXW5	1	FBXW5
FBXW7	1	FBXW7
FBXW8	1	FBXW8
FBXW9	1	FBXW9
FCER1G	1	FCER1G
FCF1	1	FCF1
FCF1P2	1	FCF1P2
FCGBP	1	FCGBP
FCGRT	1	FCGRT
FCHO1	1	FCHO1
FCHO2	1	FCHO2
FCHSD1	1	FCHSD1
FCHSD2	1	FCHSD2
FCMR	1	FCMR
FCRLA	1	FCRLA
FCRLB	1	FCRLB
FCSK	1	FUK
FDFT1	1	FDFT1
FDPS	1	FDPS
FDX1	1	FDX1
FDX2	1	FDX2
FDXACB1	1	FDXACB1
FDXR	1	FDXR
FECH	1	FECH
FEM1A	1	FEM1A
FEM1B	1	FEM1B
FEM1C	1	FEM1C
FEN1	1	FEN1
FER	1	FER
FER1L4	1	FER1L4
FER1L5	1	FER1L5
FER1L6	1	FER1L6
FERMT1	1	FERMT1
FERMT2	1	FERMT2
FERMT3	1	FERMT3
FES	1	FES
FEZ1	1	FEZ1
FEZ2	1	FEZ2
FGD1	1	FGD1
FGD4	1	FGD4
FGD5-AS1	1	FGD5-AS1
FGD6	1	FGD6
FGF1	1	FGF1
FGF10	1	FGF10
FGF11	1	FGF11
FGF13	1	FGF13
FGF14	1	FGF14
FGF14-AS2	1	FGF14-AS2
FGF18	1	FGF18
FGF2	1	FGF2
FGF5	1	FGF5
FGF7	1	FGF7
FGF7P3	1	FGF7P3
FGF7P6	1	FGF7P6
FGFBP3	1	FGFBP3
FGFR1	1	FGFR1
FGFR1OP2	1	FGFR1OP2
FGFR2	1	FGFR2
FGFR3	1	FGFR3
FGFR4	1	FGFR4
FGFRL1	1	FGFRL1
FGGY	1	FGGY
FGL2	1	FGL2
FH	1	FH
FHAD1	1	FHAD1
FHDC1	1	FHDC1
FHIP1A	1	FAM160A1
FHIP1B	1	FAM160A2
FHIP2A	1	FAM160B1
FHIP2B	1	FAM160B2
FHIT	1	FHIT
FHL1	1	FHL1
FHL2	1	FHL2
FHL3	1	FHL3
FHOD1	1	FHOD1
FHOD3	1	FHOD3
FIBCD1	1	FIBCD1
FIBIN	1	FIBIN
FIBP	1	FIBP
FICD	1	FICD
FIGN	1	FIGN
FIGNL1	1	FIGNL1
FIGNL2	1	FIGNL2
FILIP1	1	FILIP1
FILIP1L	1	FILIP1L
FIP1L1	1	FIP1L1
FIS1	1	FIS1
FITM1	1	FITM1
FITM2	1	FITM2
FIZ1	1	FIZ1
FJX1	1	FJX1
FKBP10	1	FKBP10
FKBP11	1	FKBP11
FKBP14	1	FKBP14
FKBP15	1	FKBP15
FKBP1A	1	FKBP1A
FKBP1B	1	FKBP1B
FKBP2	1	FKBP2
FKBP3	1	FKBP3
FKBP4	1	FKBP4
FKBP5	1	FKBP5
FKBP7	1	FKBP7
FKBP8	1	FKBP8
FKBP9	1	FKBP9
FKBP9P1	1	FKBP9P1
FKRP	1	FKRP
FKTN	1	FKTN
FLACC1	1	ALS2CR12
FLAD1	1	FLAD1
FLCN	1	FLCN
FLG-AS1	1	FLG-AS1
FLI1	1	FLI1
FLII	1	FLII
FLJ20021	1	FLJ20021
FLJ30679	1	FLJ30679
FLNA	1	FLNA
FLNB	1	FLNB
FLNB-AS1	1	FLNB-AS1
FLNC	1	FLNC
FLNC-AS1	1	FLNC-AS1
FLOT1	1	FLOT1
FLOT2	1	FLOT2
FLRT1	1	FLRT1
FLRT2	1	FLRT2
FLRT3	1	FLRT3
FLT1	1	FLT1
FLT3LG	1	FLT3LG
FLT4	1	FLT4
FLVCR1	1	FLVCR1
FLVCR1-DT	1	FLVCR1-DT
FLVCR2	1	FLVCR2
FLYWCH1	1	FLYWCH1
FLYWCH2	1	FLYWCH2
FMC1	1	FMC1
FMN1	1	FMN1
FMN2	1	FMN2
FMNL1	1	FMNL1
FMNL1-DT	1	LOC339192
FMNL2	1	FMNL2
FMNL3	1	FMNL3
FMO1	1	FMO1
FMO2	1	FMO2
FMO3	1	FMO3
FMO4	1	FMO4
FMO5	1	FMO5
FMOD	1	FMOD
FMR1	1	FMR1
FN1	1	FN1
FN3K	1	FN3K
FN3KRP	1	FN3KRP
FNBP1	1	FNBP1
FNBP1L	1	FNBP1L
FNBP4	1	FNBP4
FNDC1	1	FNDC1
FNDC10	1	FNDC10
FNDC3A	1	FNDC3A
FNDC3B	1	FNDC3B
FNDC5	1	FNDC5
FNIP1	1	FNIP1
FNIP2	1	FNIP2
FNTA	1	FNTA
FNTB	1	FNTB
FOCAD	1	FOCAD
FOS	1	FOS
FOSB	1	FOSB
FOSL1	1	FOSL1
FOSL2	1	FOSL2
FOXC1	1	FOXC1
FOXC2	1	FOXC2
FOXC2-AS1	1	FOXC2-AS1
FOXD1	1	FOXD1
FOXD2	1	FOXD2
FOXD2-AS1	1	FOXD2-AS1
FOXD4	1	FOXD4
FOXF1	1	FOXF1
FOXF2	1	FOXF2
FOXH1	1	FOXH1
FOXJ2	1	FOXJ2
FOXJ3	1	FOXJ3
FOXK1	1	FOXK1
FOXK2	1	FOXK2
FOXL1	1	FOXL1
FOXL2	1	FOXL2
FOXL2NB	1	FOXL2NB
FOXM1	1	FOXM1
FOXN2	1	FOXN2
FOXN3	1	FOXN3
FOXN3-AS1	1	FOXN3-AS1
FOXO1	1	FOXO1
FOXO3	1	FOXO3
FOXO3B	1	FOXO3B
FOXO4	1	FOXO4
FOXP1	1	FOXP1
FOXP2	1	FOXP2
FOXP3	1	FOXP3
FOXP4	1	FOXP4
FOXQ1	1	FOXQ1
FOXRED1	1	FOXRED1
FOXRED2	1	FOXRED2
FOXS1	1	FOXS1
FPGS	1	FPGS
FPGT	1	FPGT
FRA10AC1	1	FRA10AC1
FRAS1	1	FRAS1
FRAT1	1	FRAT1
FRAT2	1	FRAT2
FREM1	1	FREM1
FREY1	1	C11orf94
FRG1	1	FRG1
FRG1-DT	1	FRG1-DT
FRG1BP	1	FRG1BP
FRG1HP	1	FRG1HP
FRG1JP	1	FRG1JP
FRK	1	FRK
FRMD3	1	FRMD3
FRMD4A	1	FRMD4A
FRMD4B	1	FRMD4B
FRMD5	1	FRMD5
FRMD6	1	FRMD6
FRMD8	1	FRMD8
FRMPD3	1	FRMPD3
FRMPD4	1	FRMPD4
FRRS1	1	FRRS1
FRRS1L	1	FRRS1L
FRS2	1	FRS2
FRS3	1	FRS3
FRY	1	FRY
FRYL	1	FRYL
FRZB	1	FRZB
FSCN1	1	FSCN1
FSCN2	1	FSCN2
FSD1	1	FSD1
FSD1L	1	FSD1L
FSIP1	1	FSIP1
FSIP2	1	FSIP2
FSIP2-AS1	1	FSIP2-AS1
FST	1	FST
FSTL1	1	FSTL1
FSTL3	1	FSTL3
FTCD	1	FTCD
FTCDNL1	1	FTCDNL1
FTH1	1	FTH1
FTL	1	FTL
FTO	1	FTO
FTSJ1	1	FTSJ1
FTSJ3	1	FTSJ3
FUBP1	1	FUBP1
FUBP3	1	FUBP3
FUCA1	1	FUCA1
FUCA2	1	FUCA2
FUNDC1	1	FUNDC1
FUNDC2	1	FUNDC2
FUOM	1	FUOM
FURIN	1	FURIN
FUS	1	FUS
FUT1	1	FUT1
FUT10	1	FUT10
FUT11	1	FUT11
FUT4	1	FUT4
FUT8	1	FUT8
FUT8-AS1	1	FUT8-AS1
FUZ	1	FUZ
FXN	1	FXN
FXR1	1	FXR1
FXR2	1	FXR2
FXYD1	1	FXYD1
FXYD5	1	FXYD5
FYCO1	1	FYCO1
FYN	1	FYN
FYTTD1	1	FYTTD1
FZD1	1	FZD1
FZD2	1	FZD2
FZD3	1	FZD3
FZD4	1	FZD4
FZD4-DT	1	LOC100506368
FZD5	1	FZD5
FZD6	1	FZD6
FZD7	1	FZD7
FZD8	1	FZD8
FZD9	1	FZD9
FZR1	1	FZR1
G0S2	1	G0S2
G2E3	1	G2E3
G3BP1	1	G3BP1
G3BP2	1	G3BP2
G6PC3	1	G6PC3
G6PD	1	G6PD
GAA	1	GAA
GAB1	1	GAB1
GAB2	1	GAB2
GAB3	1	GAB3
GABARAP	1	GABARAP
GABARAPL1	1	GABARAPL1
GABARAPL2	1	GABARAPL2
GABBR1	1	GABBR1
GABBR2	1	GABBR2
GABPA	1	GABPA
GABPB1	1	GABPB1
GABPB1-AS1	1	GABPB1-AS1
GABPB1-IT1	1	GABPB1-IT1
GABPB2	1	GABPB2
GABRB3	1	GABRB3
GABRE	1	GABRE
GABRR2	1	GABRR2
GACAT2	1	GACAT2
GADD45A	1	GADD45A
GADD45B	1	GADD45B
GADD45G	1	GADD45G
GADD45GIP1	1	GADD45GIP1
GADL1	1	GADL1
GAK	1	GAK
GAL3ST3	1	GAL3ST3
GAL3ST4	1	GAL3ST4
GALC	1	GALC
GALE	1	GALE
GALK1	1	GALK1
GALK2	1	GALK2
GALM	1	GALM
GALNS	1	GALNS
GALNT1	1	GALNT1
GALNT10	1	GALNT10
GALNT11	1	GALNT11
GALNT12	1	GALNT12
GALNT14	1	GALNT14
GALNT15	1	GALNT15
GALNT16	1	GALNT16
GALNT18	1	GALNT18
GALNT3	1	GALNT3
GALNT4	1	GALNT4
GALNT5	1	GALNT5
GALNT6	1	GALNT6
GALNT7	1	GALNT7
GALNT7-DT	1	LOC101930370
GALT	1	GALT
GAMT	1	GAMT
GAN	1	GAN
GANAB	1	GANAB
GANC	1	GANC
GAP43	1	GAP43
GAPDH	1	GAPDH
GAPVD1	1	GAPVD1
GAR1	1	GAR1
GAREM1	1	GAREM1
GAREM2	1	GAREM2
GARIN1A	1	FAM71F2
GARIN1B	1	FAM71F1
GARIN5A	1	FAM71E1
GARNL3	1	GARNL3
GARRE1	1	KIAA0355
GARS1	1	GARS
GARS1-DT	1	GARS-DT
GAS1	1	GAS1
GAS1RR	1	GAS1RR
GAS2L1	1	GAS2L1
GAS2L3	1	GAS2L3
GAS5	1	GAS5
GAS5-AS1	1	GAS5-AS1
GAS6	1	GAS6
GAS6-AS1	1	GAS6-AS1
GAS6-DT	1	GAS6-DT
GAS7	1	GAS7
GAS8	1	GAS8
GASAL1	1	GASAL1
GASK1A	1	FAM198A
GASK1B	1	FAM198B
GASK1B-AS1	1	FAM198B-AS1
GATA2	1	GATA2
GATA2-AS1	1	GATA2-AS1
GATA6	1	GATA6
GATA6-AS1	1	GATA6-AS1
GATAD1	1	GATAD1
GATAD2A	1	GATAD2A
GATAD2B	1	GATAD2B
GATB	1	GATB
GATC	1	GATC
GATD1	1	GATD1
GATD1-DT	1	LOC171391
GATD3	1	GATD3A
GBA1	1	GBA
GBA2	1	GBA2
GBAP1	1	GBAP1
GBE1	1	GBE1
GBF1	1	GBF1
GBGT1	1	GBGT1
GBP1	1	GBP1
GBP1P1	1	GBP1P1
GBP2	1	GBP2
GBP3	1	GBP3
GBP4	1	GBP4
GCA	1	GCA
GCAT	1	GCAT
GCC2	1	GCC2
GCC2-AS1	1	GCC2-AS1
GCDH	1	GCDH
GCFC2	1	GCFC2
GCH1	1	GCH1
GCHFR	1	GCHFR
GCK	1	GCK
GCLC	1	GCLC
GCLM	1	GCLM
GCN1	1	GCN1
GCNA	1	GCNA
GCNT1	1	GCNT1
GCSH	1	GCSH
GCSHP3	1	GCSHP3
GDAP1	1	GDAP1
GDAP2	1	GDAP2
GDE1	1	GDE1
GDF10	1	GDF10
GDF11	1	GDF11
GDF15	1	GDF15
GDF5	1	GDF5
GDF6	1	GDF6
GDF7	1	GDF7
GDF9	1	GDF9
GDI1	1	GDI1
GDI2	1	GDI2
GDNF	1	GDNF
GDNF-AS1	1	GDNF-AS1
GDPD1	1	GDPD1
GDPD3	1	GDPD3
GDPD5	1	GDPD5
GDPGP1	1	GDPGP1
GEM	1	GEM
GEMIN2	1	GEMIN2
GEMIN4	1	GEMIN4
GEMIN5	1	GEMIN5
GEMIN6	1	GEMIN6
GEMIN7	1	GEMIN7
GEMIN7-AS1	1	GEMIN7-AS1
GEMIN8	1	GEMIN8
GEMIN8P4	1	GEMIN8P4
GEN1	1	GEN1
GET1	1	WRB
GET3	1	ASNA1
GET4	1	GET4
GFER	1	GFER
GFM1	1	GFM1
GFM2	1	GFM2
GFOD1	1	GFOD1
GFOD2	1	GFOD2
GFPT1	1	GFPT1
GFPT2	1	GFPT2
GFRA1	1	GFRA1
GFUS	1	TSTA3
GGA1	1	GGA1
GGA2	1	GGA2
GGA3	1	GGA3
GGACT	1	GGACT
GGCT	1	GGCT
GGCX	1	GGCX
GGH	1	GGH
GGN	1	GGN
GGNBP2	1	GGNBP2
GGPS1	1	GGPS1
GGT1	1	GGT1
GGT5	1	GGT5
GGT7	1	GGT7
GHDC	1	GHDC
GHET1	1	GHET1
GHITM	1	GHITM
GHR	1	GHR
GHRLOS	1	GHRLOS
GID4	1	GID4
GID8	1	GID8
GIGYF1	1	GIGYF1
GIGYF2	1	GIGYF2
GIHCG	1	LOC100506844
GIMAP2	1	GIMAP2
GIN1	1	GIN1
GINM1	1	GINM1
GINS1	1	GINS1
GINS2	1	GINS2
GINS3	1	GINS3
GINS4	1	GINS4
GIP	1	GIP
GIPC1	1	GIPC1
GIPC2	1	GIPC2
GIT1	1	GIT1
GIT2	1	GIT2
GJA1	1	GJA1
GJA3	1	GJA3
GJC1	1	GJC1
GJC2	1	GJC2
GJD3	1	GJD3
GK	1	GK
GK5	1	GK5
GKAP1	1	GKAP1
GLA	1	GLA
GLB1	1	GLB1
GLB1L	1	GLB1L
GLCCI1	1	GLCCI1
GLCE	1	GLCE
GLDC	1	GLDC
GLDN	1	GLDN
GLE1	1	GLE1
GLG1	1	GLG1
GLI1	1	GLI1
GLI2	1	GLI2
GLI3	1	GLI3
GLI4	1	GLI4
GLIDR	1	GLIDR
GLIPR1	1	GLIPR1
GLIPR1L2	1	GLIPR1L2
GLIPR2	1	GLIPR2
GLIS1	1	GLIS1
GLIS2	1	GLIS2
GLIS3	1	GLIS3
GLMN	1	GLMN
GLMP	1	GLMP
GLO1	1	GLO1
GLOD4	1	GLOD4
GLP2R	1	GLP2R
GLRB	1	GLRB
GLRX	1	GLRX
GLRX2	1	GLRX2
GLRX3	1	GLRX3
GLRX5	1	GLRX5
GLS	1	GLS
GLT8D1	1	GLT8D1
GLT8D2	1	GLT8D2
GLTP	1	GLTP
GLUD1	1	GLUD1
GLUD1P3	1	GLUD1P3
GLUD2	1	GLUD2
GLUL	1	GLUL
GLYCTK	1	GLYCTK
GLYR1	1	GLYR1
GM2A	1	GM2A
GMCL1	1	GMCL1
GMDS	1	GMDS
GMDS-DT	1	GMDS-DT
GMEB1	1	GMEB1
GMEB2	1	GMEB2
GMFB	1	GMFB
GMFG	1	GMFG
GMIP	1	GMIP
GMNC	1	GMNC
GMNN	1	GMNN
GMPPA	1	GMPPA
GMPPB	1	GMPPB
GMPR	1	GMPR
GMPR2	1	GMPR2
GMPS	1	GMPS
GNA11	1	GNA11
GNA12	1	GNA12
GNA13	1	GNA13
GNA14	1	GNA14
GNAI1	1	GNAI1
GNAI2	1	GNAI2
GNAI3	1	GNAI3
GNAL	1	GNAL
GNAQ	1	GNAQ
GNAS	1	GNAS
GNAS-AS1	1	GNAS-AS1
GNAZ	1	GNAZ
GNB1	1	GNB1
GNB1L	1	GNB1L
GNB2	1	GNB2
GNB3	1	GNB3
GNB4	1	GNB4
GNB5	1	GNB5
GNE	1	GNE
GNG11	1	GNG11
GNG12	1	GNG12
GNG12-AS1	1	GNG12-AS1
GNG2	1	GNG2
GNG5	1	GNG5
GNG7	1	GNG7
GNL1	1	GNL1
GNL2	1	GNL2
GNL3	1	GNL3
GNPAT	1	GNPAT
GNPDA1	1	GNPDA1
GNPDA2	1	GNPDA2
GNPNAT1	1	GNPNAT1
GNPTAB	1	GNPTAB
GNPTG	1	GNPTG
GNRH1	1	GNRH1
GNRHR2	1	GNRHR2
GNS	1	GNS
GOLGA1	1	GOLGA1
GOLGA2	1	GOLGA2
GOLGA2P10	1	GOLGA2P10
GOLGA2P5	1	GOLGA2P5
GOLGA2P6	1	GOLGA2P6
GOLGA2P7	1	GOLGA2P7
GOLGA3	1	GOLGA3
GOLGA4	1	GOLGA4
GOLGA4-AS1	1	LOC152048
GOLGA5	1	GOLGA5
GOLGA6L10	1	GOLGA6L10
GOLGA6L4	1	GOLGA6L4
GOLGA6L5P	1	GOLGA6L5P
GOLGA6L9	1	GOLGA6L9
GOLGA7	1	GOLGA7
GOLGA8A	1	GOLGA8A
GOLGA8B	1	GOLGA8B
GOLGA8H	1	GOLGA8H
GOLGA8K	1	GOLGA8K
GOLGA8M	1	GOLGA8M
GOLGA8N	1	GOLGA8N
GOLGA8O	1	GOLGA8O
GOLGA8R	1	GOLGA8R
GOLGB1	1	GOLGB1
GOLIM4	1	GOLIM4
GOLM1	1	GOLM1
GOLM2	1	CASC4
GOLPH3	1	GOLPH3
GOLPH3L	1	GOLPH3L
GOLT1B	1	GOLT1B
GON4L	1	GON4L
GON7	1	GON7
GOPC	1	GOPC
GORAB	1	GORAB
GORAB-AS1	1	LOC101928650
GORASP1	1	GORASP1
GORASP2	1	GORASP2
GOSR1	1	GOSR1
GOSR2	1	GOSR2
GOT1	1	GOT1
GOT2	1	GOT2
GPAA1	1	GPAA1
GPALPP1	1	GPALPP1
GPAM	1	GPAM
GPANK1	1	GPANK1
GPAT2	1	GPAT2
GPAT3	1	GPAT3
GPAT4	1	GPAT4
GPAT4-AS1	1	LOC102723729
GPATCH1	1	GPATCH1
GPATCH11	1	GPATCH11
GPATCH2	1	GPATCH2
GPATCH2L	1	GPATCH2L
GPATCH3	1	GPATCH3
GPATCH4	1	GPATCH4
GPATCH8	1	GPATCH8
GPBP1	1	GPBP1
GPBP1L1	1	GPBP1L1
GPC1	1	GPC1
GPC2	1	GPC2
GPC3	1	GPC3
GPC4	1	GPC4
GPC6	1	GPC6
GPCPD1	1	GPCPD1
GPD1L	1	GPD1L
GPD2	1	GPD2
GPER1	1	GPER1
GPHN	1	GPHN
GPI	1	GPI
GPKOW	1	GPKOW
GPLD1	1	GPLD1
GPM6B	1	GPM6B
GPN1	1	GPN1
GPN2	1	GPN2
GPN3	1	GPN3
GPNMB	1	GPNMB
GPR107	1	GPR107
GPR108	1	GPR108
GPR132	1	GPR132
GPR135	1	GPR135
GPR137	1	GPR137
GPR137C	1	GPR137C
GPR146	1	GPR146
GPR150	1	GPR150
GPR153	1	GPR153
GPR155	1	GPR155
GPR156	1	GPR156
GPR157	1	GPR157
GPR160	1	GPR160
GPR161	1	GPR161
GPR162	1	GPR162
GPR173	1	GPR173
GPR176	1	GPR176
GPR179	1	GPR179
GPR180	1	GPR180
GPR19	1	GPR19
GPR199P	1	LOC653160
GPR21	1	GPR21
GPR27	1	GPR27
GPR3	1	GPR3
GPR35	1	GPR35
GPR39	1	GPR39
GPR4	1	GPR4
GPR63	1	GPR63
GPR68	1	GPR68
GPR75	1	GPR75
GPR84-AS1	1	LOC102724050
GPR85	1	GPR85
GPR89A	1	GPR89A
GPR89B	1	GPR89B
GPRASP1	1	GPRASP1
GPRC5A	1	GPRC5A
GPRC5B	1	GPRC5B
GPRC5D-AS1	1	GPRC5D-AS1
GPRIN1	1	GPRIN1
GPRIN2	1	GPRIN2
GPS1	1	GPS1
GPS2	1	GPS2
GPSM1	1	GPSM1
GPSM2	1	GPSM2
GPSM3	1	GPSM3
GPT	1	GPT
GPT2	1	GPT2
GPX1	1	GPX1
GPX3	1	GPX3
GPX4	1	GPX4
GPX7	1	GPX7
GPX8	1	GPX8
GRAMD1A	1	GRAMD1A
GRAMD1C	1	GRAMD1C
GRAMD2A	1	GRAMD2A
GRAMD2B	1	GRAMD2B
GRAMD4	1	GRAMD4
GRAP	1	GRAP
GRASLND	1	RNF144A-AS1
GRB10	1	GRB10
GRB14	1	GRB14
GRB2	1	GRB2
GRB7	1	GRB7
GREB1	1	GREB1
GREB1L	1	GREB1L
GREM1	1	GREM1
GREM1-AS1	1	LOC100131315
GREM2	1	GREM2
GRHL1	1	GRHL1
GRHPR	1	GRHPR
GRIA1	1	GRIA1
GRIA3	1	GRIA3
GRIK2	1	GRIK2
GRIK5	1	GRIK5
GRIN2C	1	GRIN2C
GRIN2D	1	GRIN2D
GRIN3B	1	GRIN3B
GRIP2	1	GRIP2
GRIPAP1	1	GRIPAP1
GRK2	1	GRK2
GRK3	1	GRK3
GRK4	1	GRK4
GRK5	1	GRK5
GRK6	1	GRK6
GRM1	1	GRM1
GRM4	1	GRM4
GRN	1	GRN
GRPEL1	1	GRPEL1
GRPEL2	1	GRPEL2
GRSF1	1	GRSF1
GRTP1	1	GRTP1
GRWD1	1	GRWD1
GSAP	1	GSAP
GSC	1	GSC
GSDMB	1	GSDMB
GSDMD	1	GSDMD
GSDME	1	GSDME
GSE1	1	GSE1
GSEC	1	GSEC
GSG1	1	GSG1
GSK3A	1	GSK3A
GSK3B	1	GSK3B
GSKIP	1	GSKIP
GSN	1	GSN
GSPT1	1	GSPT1
GSPT2	1	GSPT2
GSR	1	GSR
GSS	1	GSS
GSTA4	1	GSTA4
GSTCD	1	GSTCD
GSTK1	1	GSTK1
GSTM2	1	GSTM2
GSTM3	1	GSTM3
GSTM4	1	GSTM4
GSTM5	1	GSTM5
GSTO1	1	GSTO1
GSTO2	1	GSTO2
GSTP1	1	GSTP1
GSTZ1	1	GSTZ1
GTDC1	1	GTDC1
GTF2A1	1	GTF2A1
GTF2A1-AS1	1	LOC101928504
GTF2A2	1	GTF2A2
GTF2B	1	GTF2B
GTF2E1	1	GTF2E1
GTF2E2	1	GTF2E2
GTF2F1	1	GTF2F1
GTF2F2	1	GTF2F2
GTF2H1	1	GTF2H1
GTF2H2	1	GTF2H2
GTF2H2B	1	GTF2H2B
GTF2H3	1	GTF2H3
GTF2H4	1	GTF2H4
GTF2H5	1	GTF2H5
GTF2I	1	GTF2I
GTF2I-AS1	1	LOC101926943
GTF2IP12	1	GTF2IP12
GTF2IP20	1	GTF2IP20
GTF2IP23	1	GTF2IP23
GTF2IRD1	1	GTF2IRD1
GTF2IRD1P1	1	GTF2IRD1P1
GTF2IRD2	1	GTF2IRD2
GTF3A	1	GTF3A
GTF3C1	1	GTF3C1
GTF3C2	1	GTF3C2
GTF3C3	1	GTF3C3
GTF3C4	1	GTF3C4
GTF3C5	1	GTF3C5
GTF3C6	1	GTF3C6
GTPBP1	1	GTPBP1
GTPBP10	1	GTPBP10
GTPBP2	1	GTPBP2
GTPBP3	1	GTPBP3
GTPBP4	1	GTPBP4
GTPBP6	1	GTPBP6
GTPBP8	1	GTPBP8
GTSE1	1	GTSE1
GTSE1-DT	1	GTSE1-DT
GUCA1A	1	GUCA1A
GUCA1B	1	GUCA1B
GUCD1	1	GUCD1
GUCY1A1	1	GUCY1A1
GUCY1A2	1	GUCY1A2
GUCY1B1	1	GUCY1B1
GUF1	1	GUF1
GUK1	1	GUK1
GULP1	1	GULP1
GUSB	1	GUSB
GUSBP1	1	GUSBP1
GUSBP11	1	GUSBP11
GUSBP14	1	SMA4
GUSBP15	1	SMA5
GUSBP2	1	GUSBP2
GUSBP4	1	GUSBP4
GUSBP5	1	GUSBP5
GUSBP9	1	GUSBP9
GVINP1	1	GVINP1
GVQW3	1	GVQW3
GXYLT1	1	GXYLT1
GXYLT2	1	GXYLT2
GYG1	1	GYG1
GYG2	1	GYG2
GYPC	1	GYPC
GYPE	1	GYPE
GYS1	1	GYS1
GZF1	1	GZF1
H1-0	1	H1F0
H1-10	1	H1FX
H1-10-AS1	1	H1FX-AS1
H1-2	1	HIST1H1C
H1-9P	1	HILS1
H19	1	H19
H2AC11	1	HIST1H2AG
H2AC13	1	HIST1H2AI
H2AC15	1	HIST1H2AK
H2AC17	1	HIST1H2AM
H2AC20	1	HIST2H2AC
H2AC25	1	HIST3H2A
H2AC6	1	HIST1H2AC
H2AC8	1	HIST1H2AE
H2AJ	1	H2AFJ
H2AX	1	H2AFX
H2AZ1	1	H2AFZ
H2AZ2	1	H2AFV
H2BC11	1	HIST1H2BJ
H2BC12	1	HIST1H2BK
H2BC15	1	HIST1H2BN
H2BC17	1	HIST1H2BO
H2BC18	1	HIST2H2BF
H2BC20P	1	HIST2H2BC
H2BC21	1	HIST2H2BE
H2BC4	1	HIST1H2BC
H2BC5	1	HIST1H2BD
H2BC8	1	HIST1H2BG
H2BP1	1	HIST2H2BA
H3-3B	1	H3F3B
H3-7	1	HIST2H3PS2
H3C10	1	HIST1H3H
H3C4	1	HIST1H3D
H3C8	1	HIST1H3G
H4C12	1	HIST1H4K
H4C16	1	HIST4H4
H4C5	1	HIST1H4E
H4C8	1	HIST1H4H
H6PD	1	H6PD
HAAO	1	HAAO
HABP4	1	HABP4
HACD1	1	HACD1
HACD2	1	HACD2
HACD3	1	HACD3
HACD4	1	HACD4
HACE1	1	HACE1
HACL1	1	HACL1
HADH	1	HADH
HADHA	1	HADHA
HADHB	1	HADHB
HAGH	1	HAGH
HAGHL	1	HAGHL
HAL	1	HAL
HAP1	1	HAP1
HAPLN1	1	HAPLN1
HAPLN3	1	HAPLN3
HAPLN4	1	HAPLN4
HAPSTR1	1	C16orf72
HAR1A	1	HAR1A
HAR1B	1	HAR1B
HARBI1	1	HARBI1
HARS1	1	HARS
HARS2	1	HARS2
HAS2	1	HAS2
HAS2-AS1	1	HAS2-AS1
HAS3	1	HAS3
HASPIN	1	HASPIN
HAT1	1	HAT1
HAUS1	1	HAUS1
HAUS2	1	HAUS2
HAUS3	1	HAUS3
HAUS4	1	HAUS4
HAUS5	1	HAUS5
HAUS6	1	HAUS6
HAUS7	1	HAUS7
HAUS8	1	HAUS8
HAX1	1	HAX1
HBEGF	1	HBEGF
HBP1	1	HBP1
HBS1L	1	HBS1L
HCCS	1	HCCS
HCFC1	1	HCFC1
HCFC1R1	1	HCFC1R1
HCFC2	1	HCFC2
HCG11	1	HCG11
HCG15	1	HCG15
HCG17	1	HCG17
HCG18	1	HCG18
HCG25	1	HCG25
HCG27	1	HCG27
HCG4B	1	HCG4B
HCLS1	1	HCLS1
HCN2	1	HCN2
HCN3	1	HCN3
HCP5	1	HCP5
HDAC1	1	HDAC1
HDAC10	1	HDAC10
HDAC11	1	HDAC11
HDAC2	1	HDAC2
HDAC3	1	HDAC3
HDAC4	1	HDAC4
HDAC4-AS1	1	LOC101928111
HDAC5	1	HDAC5
HDAC6	1	HDAC6
HDAC7	1	HDAC7
HDAC9	1	HDAC9
HDDC2	1	HDDC2
HDDC3	1	HDDC3
HDGF	1	HDGF
HDGFL2	1	HDGFL2
HDGFL3	1	HDGFL3
HDHD2	1	HDHD2
HDHD3	1	HDHD3
HDHD5	1	HDHD5
HDHD5-AS1	1	HDHD5-AS1
HDLBP	1	HDLBP
HDX	1	HDX
HEATR1	1	HEATR1
HEATR3	1	HEATR3
HEATR5A	1	HEATR5A
